Equipment ID,Equipment Type,ABC,VED
135,NS,C,E
136,E&SP (R),C,E
137,NS,C,E
138,NS,C,E
139,NS,C,E
140,E&SP (NR),C,E
141,E&SP (NR),C,V
142,E&SP (R),C,V
143,E&SP (NR),C,V
144,E&SP (NR),A,V
145,E&SP (NR),C,V
146,E&SP (NR),C,E
147,NS,C,V
148,E&SP (NR),C,V
149,E&SP (NR),C,E
150,E&SP (NR),C,E
151,E&SP (NR),C,D
152,E&SP (NR),C,D
153,NS,C,E
154,E&SP (NR),C,V
155,E&SP (R),C,E
156,E&SP (R),C,E
157,E&SP (R),C,D
158,E&SP (R),C,D
159,NS,B,E
160,E&SP (NR),C,E
161,NS,C,V
162,E&SP (NR),C,E
163,E&SP (NR),C,E
164,E&SP (R),C,V
165,E&SP (R),C,E
166,E&SP (NR),C,D
167,E&SP (NR),C,E
168,E&SP (R),C,E
169,E&SP (R),C,E
170,E&SP (NR),C,E
171,E&SP (R),C,E
172,E&SP (NR),C,D
173,E&SP (NR),C,E
174,E&SP (NR),C,E
175,E&SP (NR),C,V
176,E&SP (NR),C,E
177,E&SP (NR),C,E
178,NS,C,E
179,E&SP (R),C,V
180,E&SP (R),C,E
181,NS,C,E
182,E&SP (NR),C,E
183,NS,C,E
184,NS,C,V
185,E&SP (NR),C,E
186,E&SP (R),C,D
187,E&SP (NR),C,D
188,E&SP (NR),C,D
189,E&SP (NR),C,E
190,E&SP (NR),C,E
191,E&SP (NR),C,E
192,E&SP (R),C,V
193,E&SP (NR),C,D
194,E&SP (R),C,V
195,E&SP (NR),C,D
196,E&SP (R),C,E
197,E&SP (NR),C,D
198,E&SP (R),C,E
199,E&SP (NR),C,V
200,NS,C,V
201,E&SP (R),C,V
202,E&SP (NR),C,D
203,E&SP (NR),C,E
204,E&SP (NR),C,E
205,NS,B,E
206,E&SP (NR),C,D
207,E&SP (NR),C,E
208,E&SP (R),C,D
209,E&SP (NR),C,V
210,E&SP (NR),C,E
211,E&SP (NR),C,D
212,E&SP (NR),C,V
213,E&SP (NR),C,E
214,E&SP (NR),C,E
215,E&SP (NR),C,E
216,E&SP (R),C,D
217,E&SP (NR),C,E
218,E&SP (NR),C,E
219,E&SP (NR),C,E
220,E&SP (NR),C,E
221,E&SP (NR),C,V
222,E&SP (NR),C,D
223,E&SP (NR),C,V
224,E&SP (NR),C,E
225,E&SP (NR),C,E
226,NS,C,D
227,NS,C,D
228,E&SP (NR),C,E
229,E&SP (NR),C,D
230,E&SP (NR),C,E
231,E&SP (R),C,V
232,E&SP (R),C,V
233,E&SP (R),B,D
234,E&SP (R),C,D
235,E&SP (NR),C,D
236,E&SP (NR),C,V
237,E&SP (NR),C,E
238,E&SP (NR),C,E
239,NS,C,E
240,E&SP (NR),C,E
241,E&SP (NR),C,D
242,E&SP (NR),C,D
243,E&SP (NR),C,E
244,E&SP (NR),C,E
245,E&SP (NR),C,E
246,E&SP (NR),C,D
247,E&SP (R),C,E
248,E&SP (NR),C,V
249,E&SP (NR),C,E
250,E&SP (NR),C,E
251,E&SP (NR),B,E
252,NS,C,V
253,NS,C,V
254,NS,C,D
255,E&SP (R),C,V
256,E&SP (NR),C,V
257,E&SP (NR),C,E
258,E&SP (NR),C,E
259,E&SP (R),C,D
260,E&SP (NR),C,V
261,E&SP (NR),C,E
262,E&SP (NR),C,V
263,E&SP (NR),C,E
264,E&SP (NR),C,E
265,NS,C,V
266,E&SP (NR),C,D
267,E&SP (NR),C,E
268,NS,C,E
269,E&SP (NR),C,E
270,E&SP (NR),C,E
271,E&SP (NR),C,E
272,E&SP (NR),C,E
273,E&SP (NR),C,D
274,NS,C,V
275,E&SP (NR),C,E
276,E&SP (NR),C,E
277,E&SP (NR),C,E
278,E&SP (NR),C,V
279,E&SP (NR),C,E
280,NS,C,E
281,E&SP (R),C,D
282,E&SP (NR),C,E
283,E&SP (NR),C,E
284,E&SP (NR),B,E
285,E&SP (R),C,E
286,E&SP (NR),C,D
287,NS,C,V
288,E&SP (NR),C,E
289,E&SP (NR),C,D
290,E&SP (NR),C,E
291,E&SP (NR),C,E
292,NS,C,E
293,E&SP (NR),C,E
294,NS,C,E
295,E&SP (NR),C,V
296,E&SP (NR),C,V
297,E&SP (NR),C,D
298,E&SP (NR),B,D
299,E&SP (NR),C,V
300,NS,C,E
301,E&SP (NR),C,D
302,NS,C,E
303,E&SP (NR),C,V
304,E&SP (NR),C,E
305,E&SP (R),C,E
306,E&SP (NR),C,V
307,E&SP (NR),C,E
308,E&SP (NR),C,E
309,E&SP (NR),C,E
310,E&SP (NR),C,D
311,E&SP (NR),C,E
312,E&SP (NR),C,E
313,E&SP (NR),C,D
314,E&SP (NR),C,V
315,E&SP (NR),C,V
316,E&SP (NR),C,V
317,NS,C,E
318,E&SP (R),C,E
319,E&SP (NR),C,E
320,NS,C,E
321,E&SP (NR),C,D
322,E&SP (NR),C,E
323,E&SP (R),C,E
324,E&SP (R),C,E
325,E&SP (NR),C,E
326,E&SP (R),C,V
327,E&SP (NR),C,V
328,E&SP (NR),C,V
329,E&SP (NR),C,E
330,E&SP (NR),C,V
331,NS,C,E
332,E&SP (NR),C,D
333,E&SP (NR),C,E
334,NS,C,E
335,E&SP (R),C,V
336,E&SP (NR),C,V
337,NS,C,E
338,E&SP (NR),C,E
339,E&SP (NR),C,V
340,E&SP (NR),C,E
341,E&SP (NR),C,V
342,NS,C,V
343,E&SP (NR),C,E
344,NS,C,V
345,E&SP (NR),C,V
346,E&SP (R),C,V
347,E&SP (NR),C,E
348,E&SP (R),C,E
349,NS,C,D
350,E&SP (NR),C,E
351,E&SP (R),C,E
352,NS,C,D
353,E&SP (R),C,E
354,E&SP (R),C,D
355,E&SP (NR),C,V
356,NS,C,E
357,E&SP (NR),C,V
358,E&SP (R),A,E
359,E&SP (R),C,E
360,E&SP (NR),B,D
361,E&SP (NR),C,E
362,E&SP (R),C,E
363,E&SP (NR),C,E
364,NS,C,V
365,E&SP (R),C,E
366,E&SP (R),C,E
367,E&SP (NR),C,D
368,NS,C,E
369,E&SP (NR),C,E
370,E&SP (NR),C,E
371,E&SP (NR),C,E
372,E&SP (NR),C,E
373,E&SP (NR),C,V
374,E&SP (R),C,E
375,E&SP (NR),C,E
376,E&SP (NR),C,E
377,E&SP (NR),C,E
378,E&SP (R),C,E
379,NS,C,D
380,NS,C,E
381,E&SP (NR),C,E
382,E&SP (NR),C,E
383,E&SP (NR),C,V
384,E&SP (R),C,V
385,E&SP (NR),C,E
386,E&SP (R),C,E
387,E&SP (NR),C,E
388,NS,C,E
389,E&SP (NR),C,V
390,E&SP (NR),C,E
391,E&SP (NR),C,E
392,E&SP (R),C,E
393,E&SP (NR),C,E
394,E&SP (NR),C,E
395,E&SP (NR),C,V
396,E&SP (NR),C,E
397,NS,C,E
398,E&SP (R),B,V
399,E&SP (R),B,E
400,E&SP (NR),C,D
401,E&SP (NR),C,D
402,E&SP (NR),C,E
403,E&SP (NR),B,E
404,E&SP (R),C,E
405,E&SP (NR),C,E
406,E&SP (NR),C,V
407,E&SP (NR),C,D
408,E&SP (NR),C,E
409,E&SP (NR),C,V
410,E&SP (NR),C,V
411,NS,C,V
412,E&SP (NR),C,E
413,NS,C,V
414,E&SP (NR),C,E
415,E&SP (NR),C,E
416,E&SP (R),C,V
417,E&SP (NR),C,D
418,NS,C,V
419,E&SP (R),C,E
420,E&SP (NR),C,E
421,E&SP (R),C,E
422,E&SP (R),C,V
423,NS,C,E
424,E&SP (NR),C,D
425,E&SP (NR),C,E
426,NS,C,D
427,E&SP (NR),C,E
428,E&SP (NR),C,D
429,E&SP (R),C,D
430,E&SP (NR),A,V
431,E&SP (NR),C,D
432,E&SP (NR),C,E
433,E&SP (NR),C,D
434,E&SP (NR),C,E
435,E&SP (NR),C,E
436,E&SP (NR),C,E
437,E&SP (R),C,E
438,E&SP (NR),C,D
439,NS,B,E
440,E&SP (NR),C,E
441,NS,C,E
442,E&SP (NR),C,D
443,E&SP (R),C,E
444,E&SP (R),C,V
445,NS,C,D
446,NS,C,E
447,NS,C,D
448,E&SP (NR),C,D
449,E&SP (NR),C,E
450,E&SP (NR),C,E
451,E&SP (NR),C,D
452,E&SP (NR),C,E
453,E&SP (NR),C,D
454,E&SP (NR),C,E
455,E&SP (NR),C,V
456,NS,C,E
457,E&SP (R),C,E
458,E&SP (R),C,V
459,NS,B,D
460,E&SP (NR),C,E
461,E&SP (NR),C,V
462,NS,B,E
463,E&SP (NR),C,E
464,E&SP (NR),C,E
465,E&SP (NR),C,E
466,E&SP (NR),C,E
467,E&SP (NR),C,E
468,E&SP (NR),C,E
469,E&SP (NR),C,E
470,E&SP (NR),C,V
471,E&SP (NR),C,D
472,NS,C,D
473,E&SP (NR),C,E
474,E&SP (R),C,E
475,E&SP (NR),C,V
476,E&SP (NR),C,E
477,E&SP (NR),C,D
478,E&SP (NR),C,E
479,NS,C,V
480,E&SP (R),C,V
481,E&SP (NR),C,E
482,E&SP (NR),C,E
483,E&SP (NR),C,E
484,NS,C,V
485,E&SP (NR),C,D
486,NS,C,D
487,E&SP (NR),C,D
488,E&SP (R),C,E
489,NS,C,E
490,E&SP (NR),C,V
491,E&SP (NR),C,E
492,E&SP (R),C,D
493,E&SP (R),C,D
494,E&SP (NR),C,D
495,E&SP (R),C,E
496,E&SP (NR),C,E
497,E&SP (NR),C,V
498,E&SP (NR),C,D
499,NS,B,E
500,E&SP (NR),C,D
501,E&SP (NR),C,E
502,E&SP (R),C,E
503,E&SP (NR),C,E
504,E&SP (R),C,V
505,E&SP (NR),C,V
506,E&SP (R),C,D
507,NS,C,V
508,NS,C,E
509,E&SP (NR),C,E
510,E&SP (NR),C,D
511,E&SP (NR),C,E
512,E&SP (NR),C,V
513,E&SP (R),C,D
514,E&SP (R),C,D
515,E&SP (NR),C,E
516,E&SP (R),C,V
517,E&SP (NR),C,E
518,E&SP (NR),C,E
519,E&SP (NR),C,E
520,E&SP (NR),C,E
521,E&SP (NR),C,V
522,E&SP (NR),C,E
523,NS,C,E
524,E&SP (R),C,E
525,E&SP (NR),C,E
526,E&SP (NR),C,E
527,E&SP (NR),B,E
528,NS,C,E
529,NS,C,E
530,E&SP (NR),C,E
531,E&SP (NR),C,E
532,NS,C,D
533,E&SP (NR),C,E
534,E&SP (R),C,E
535,E&SP (NR),C,D
536,E&SP (R),C,E
537,E&SP (NR),C,V
538,E&SP (R),C,E
539,E&SP (NR),C,E
540,E&SP (NR),C,V
541,NS,C,E
542,E&SP (R),C,V
543,NS,C,E
544,E&SP (NR),C,E
545,E&SP (R),C,D
546,E&SP (NR),C,D
547,E&SP (NR),C,E
548,E&SP (NR),C,D
549,E&SP (NR),C,E
550,E&SP (NR),C,E
551,NS,C,E
552,E&SP (R),C,E
553,E&SP (NR),C,D
554,E&SP (R),C,E
555,NS,C,D
556,E&SP (NR),C,D
557,E&SP (R),C,D
558,E&SP (NR),C,E
559,E&SP (NR),C,V
560,E&SP (R),C,E
561,E&SP (NR),C,D
562,E&SP (NR),C,D
563,E&SP (NR),B,V
564,E&SP (NR),C,E
565,E&SP (NR),C,V
566,E&SP (R),A,E
567,NS,C,E
568,E&SP (NR),C,D
569,E&SP (R),C,V
570,E&SP (NR),C,D
571,E&SP (NR),C,E
572,E&SP (R),C,V
573,E&SP (NR),C,E
574,NS,C,E
575,NS,C,V
576,E&SP (NR),C,D
577,E&SP (NR),C,E
578,E&SP (NR),C,E
579,E&SP (NR),C,V
580,E&SP (NR),C,E
581,NS,C,E
582,E&SP (R),C,V
583,E&SP (NR),C,V
584,E&SP (R),C,D
585,E&SP (NR),C,D
586,E&SP (NR),C,E
587,E&SP (NR),C,D
588,E&SP (NR),C,V
589,E&SP (R),C,D
590,NS,B,V
591,E&SP (R),C,E
592,E&SP (NR),C,E
593,E&SP (NR),C,D
594,E&SP (R),C,V
595,E&SP (NR),C,D
596,E&SP (NR),C,E
597,E&SP (NR),C,E
598,E&SP (R),C,D
599,E&SP (NR),C,V
600,E&SP (NR),C,D
601,E&SP (NR),C,D
602,E&SP (NR),C,E
603,NS,C,E
604,E&SP (NR),C,E
605,E&SP (NR),C,E
606,E&SP (R),C,E
607,E&SP (NR),C,V
608,E&SP (R),C,E
609,E&SP (R),C,E
610,NS,C,V
611,E&SP (NR),C,E
612,E&SP (NR),C,E
613,NS,C,E
614,NS,C,E
615,NS,C,E
616,E&SP (NR),C,E
617,NS,C,E
618,E&SP (NR),C,V
619,E&SP (NR),C,E
620,NS,C,E
621,E&SP (NR),B,E
622,E&SP (R),C,E
623,E&SP (NR),A,E
624,E&SP (R),C,D
625,E&SP (NR),C,E
626,E&SP (R),C,D
627,E&SP (NR),C,V
628,E&SP (NR),C,V
629,E&SP (NR),C,E
630,E&SP (NR),C,D
631,E&SP (NR),C,E
632,NS,C,E
633,E&SP (NR),C,E
634,E&SP (R),C,D
635,E&SP (R),C,E
636,E&SP (R),C,E
637,E&SP (NR),C,E
638,E&SP (NR),C,D
639,E&SP (R),C,E
640,E&SP (NR),C,E
641,E&SP (R),C,V
642,E&SP (NR),C,V
643,NS,C,D
644,E&SP (NR),C,E
645,E&SP (NR),C,E
646,NS,C,E
647,NS,C,V
648,NS,C,E
649,E&SP (NR),C,E
650,E&SP (NR),C,D
651,E&SP (NR),C,E
652,NS,C,V
653,E&SP (NR),C,E
654,E&SP (NR),C,E
655,NS,C,D
656,NS,B,E
657,E&SP (NR),B,E
658,E&SP (R),C,V
659,E&SP (NR),C,V
660,NS,C,D
661,E&SP (NR),C,D
662,E&SP (R),C,D
663,E&SP (NR),C,V
664,E&SP (NR),C,E
665,NS,C,E
666,E&SP (NR),C,V
667,E&SP (NR),C,V
668,E&SP (NR),C,E
669,E&SP (NR),C,E
670,E&SP (NR),C,V
671,E&SP (NR),C,E
672,E&SP (NR),C,E
673,E&SP (NR),C,E
674,E&SP (NR),C,V
675,NS,C,E
676,E&SP (NR),C,V
677,E&SP (NR),C,V
678,E&SP (NR),C,E
679,E&SP (NR),C,D
680,E&SP (NR),C,E
681,E&SP (R),C,E
682,E&SP (R),C,V
683,E&SP (NR),C,V
684,E&SP (NR),C,E
685,E&SP (NR),C,E
686,E&SP (NR),C,V
687,E&SP (NR),C,E
688,E&SP (NR),C,D
689,E&SP (NR),C,E
690,NS,C,E
691,NS,C,E
692,E&SP (NR),C,D
693,NS,C,V
694,E&SP (NR),C,D
695,E&SP (R),C,V
696,E&SP (NR),C,E
697,E&SP (R),C,V
698,E&SP (NR),C,E
699,E&SP (NR),C,E
700,E&SP (NR),C,D
701,NS,C,E
702,E&SP (NR),C,V
703,E&SP (NR),B,E
704,E&SP (NR),C,E
705,E&SP (R),C,E
706,E&SP (R),C,E
707,E&SP (R),C,E
708,E&SP (NR),C,E
709,E&SP (R),C,E
710,E&SP (NR),C,E
711,E&SP (NR),B,D
712,E&SP (NR),C,E
713,E&SP (NR),C,V
714,E&SP (NR),C,E
715,E&SP (NR),C,E
716,E&SP (NR),C,E
717,E&SP (NR),C,E
718,E&SP (NR),C,V
719,E&SP (R),C,E
720,E&SP (NR),C,E
721,E&SP (R),C,E
722,E&SP (R),B,E
723,NS,C,E
724,E&SP (NR),C,E
725,E&SP (R),C,V
726,E&SP (NR),C,D
727,E&SP (NR),C,E
728,E&SP (R),C,E
729,E&SP (NR),C,E
730,E&SP (R),C,E
731,E&SP (R),C,E
732,E&SP (NR),C,E
733,NS,C,V
734,E&SP (NR),C,V
735,E&SP (R),C,E
736,E&SP (NR),C,E
737,E&SP (NR),C,D
738,NS,C,E
739,E&SP (NR),C,D
740,E&SP (NR),C,E
741,NS,C,E
742,NS,C,V
743,E&SP (R),C,E
744,E&SP (NR),C,E
745,E&SP (R),C,D
746,E&SP (NR),C,V
747,E&SP (NR),C,D
748,E&SP (R),C,E
749,E&SP (NR),C,V
750,E&SP (NR),C,E
751,E&SP (NR),C,E
752,E&SP (NR),C,E
753,E&SP (NR),C,E
754,E&SP (R),C,V
755,E&SP (R),C,E
756,E&SP (NR),C,D
757,NS,A,V
758,E&SP (R),C,E
759,E&SP (NR),C,E
760,E&SP (NR),C,E
761,E&SP (NR),C,E
762,E&SP (NR),B,D
763,E&SP (R),C,V
764,E&SP (R),C,E
765,NS,C,E
766,NS,C,E
767,E&SP (NR),C,E
768,E&SP (NR),C,E
769,E&SP (NR),C,E
770,NS,C,E
771,E&SP (R),C,D
772,E&SP (NR),C,D
773,E&SP (NR),C,E
774,NS,C,D
775,E&SP (NR),C,E
776,E&SP (NR),C,E
777,NS,C,E
778,E&SP (NR),C,V
779,E&SP (NR),C,D
780,E&SP (R),C,E
781,E&SP (NR),C,E
782,E&SP (NR),C,E
783,E&SP (NR),C,E
784,E&SP (NR),C,D
785,E&SP (NR),C,E
786,E&SP (NR),C,E
787,E&SP (NR),C,E
788,E&SP (NR),C,E
789,E&SP (NR),C,E
790,E&SP (NR),C,V
791,E&SP (NR),C,E
792,E&SP (NR),C,D
793,E&SP (NR),C,D
794,E&SP (NR),C,D
795,E&SP (NR),C,E
796,E&SP (R),C,D
797,E&SP (NR),C,V
798,E&SP (NR),C,E
799,NS,C,D
800,E&SP (R),C,D
801,E&SP (NR),C,E
802,E&SP (NR),C,D
803,E&SP (NR),C,V
804,E&SP (R),C,V
805,E&SP (R),C,D
806,E&SP (R),C,E
807,E&SP (NR),C,E
808,NS,C,V
809,NS,C,V
810,E&SP (R),C,E
811,E&SP (NR),C,D
812,NS,C,E
813,E&SP (R),C,E
814,E&SP (NR),C,D
815,E&SP (R),C,E
816,E&SP (NR),C,D
817,E&SP (NR),C,D
818,NS,B,E
819,NS,C,D
820,NS,C,D
821,E&SP (NR),C,E
822,NS,C,V
823,E&SP (NR),C,D
824,E&SP (NR),C,V
825,NS,C,D
826,E&SP (NR),B,D
827,NS,C,E
828,E&SP (R),C,D
829,E&SP (NR),C,E
830,E&SP (NR),C,D
831,E&SP (NR),C,E
832,NS,C,E
833,E&SP (NR),C,V
834,NS,C,V
835,E&SP (R),C,E
836,E&SP (NR),C,D
837,E&SP (NR),C,E
838,E&SP (NR),C,V
839,E&SP (R),C,V
840,E&SP (NR),C,V
841,E&SP (NR),C,E
842,NS,C,E
843,E&SP (NR),C,D
844,E&SP (NR),C,D
845,NS,C,D
846,E&SP (R),C,E
847,E&SP (R),C,D
848,E&SP (NR),C,V
849,E&SP (NR),C,E
850,E&SP (R),C,E
851,E&SP (NR),C,D
852,E&SP (NR),C,V
853,E&SP (R),C,E
854,E&SP (R),C,V
855,E&SP (NR),A,V
856,E&SP (NR),C,E
857,E&SP (NR),B,D
858,NS,C,V
859,NS,C,E
860,E&SP (NR),C,V
861,E&SP (NR),C,E
862,E&SP (NR),C,E
863,E&SP (NR),C,E
864,E&SP (NR),C,D
865,E&SP (NR),C,E
866,E&SP (NR),C,E
867,NS,C,D
868,E&SP (NR),C,E
869,E&SP (NR),B,D
870,E&SP (R),C,D
871,E&SP (R),C,V
872,E&SP (NR),C,E
873,E&SP (NR),C,V
874,NS,C,D
875,E&SP (NR),C,E
876,E&SP (NR),C,E
877,E&SP (NR),C,V
878,NS,C,D
879,E&SP (NR),C,E
880,E&SP (NR),C,V
881,E&SP (NR),C,E
882,E&SP (R),C,D
883,NS,B,V
884,NS,C,E
885,E&SP (NR),C,E
886,E&SP (NR),C,V
887,E&SP (R),C,E
888,E&SP (NR),C,V
889,E&SP (R),A,E
890,E&SP (R),C,E
891,E&SP (NR),C,D
892,NS,C,D
893,E&SP (NR),C,E
894,E&SP (NR),C,E
895,E&SP (NR),C,D
896,E&SP (NR),C,E
897,E&SP (R),B,E
898,E&SP (NR),C,E
899,E&SP (R),C,E
900,E&SP (R),C,V
901,E&SP (NR),C,E
902,NS,C,E
903,E&SP (NR),C,E
904,E&SP (NR),C,E
905,E&SP (NR),C,D
906,E&SP (NR),C,E
907,E&SP (NR),C,V
908,E&SP (NR),C,E
909,E&SP (NR),C,V
910,E&SP (NR),B,V
911,E&SP (NR),C,E
912,E&SP (NR),C,E
913,E&SP (NR),C,V
914,E&SP (R),C,V
915,E&SP (NR),C,V
916,E&SP (R),C,E
917,E&SP (NR),C,E
918,E&SP (R),C,V
919,E&SP (NR),C,E
920,E&SP (NR),C,D
921,E&SP (R),C,E
922,E&SP (NR),C,E
923,E&SP (NR),C,E
924,E&SP (NR),C,E
925,E&SP (NR),B,E
926,E&SP (R),C,E
927,E&SP (NR),B,E
928,NS,C,E
929,E&SP (NR),C,E
930,E&SP (NR),C,E
931,E&SP (NR),C,V
932,E&SP (NR),C,D
933,E&SP (R),C,E
934,E&SP (NR),C,E
935,E&SP (R),C,D
936,E&SP (R),C,D
937,E&SP (NR),C,E
938,E&SP (NR),C,V
939,E&SP (NR),C,E
940,E&SP (NR),C,E
941,E&SP (R),C,D
942,E&SP (NR),C,E
943,E&SP (R),C,E
944,E&SP (NR),C,E
945,E&SP (R),C,D
946,E&SP (NR),C,D
947,E&SP (NR),B,E
948,E&SP (R),C,E
949,E&SP (NR),C,E
950,E&SP (R),C,V
951,E&SP (R),C,E
952,E&SP (NR),C,V
953,E&SP (R),C,E
954,E&SP (NR),C,E
955,NS,B,D
956,E&SP (NR),C,E
957,NS,C,D
958,E&SP (NR),C,E
959,E&SP (NR),C,D
960,E&SP (NR),C,E
961,E&SP (NR),C,E
962,E&SP (NR),C,E
963,NS,C,V
964,E&SP (NR),C,E
965,E&SP (R),C,E
966,E&SP (NR),C,D
967,E&SP (NR),C,E
968,E&SP (NR),C,E
969,NS,C,E
970,E&SP (NR),C,E
971,E&SP (NR),C,E
972,E&SP (NR),C,D
973,E&SP (NR),C,E
974,NS,C,E
975,E&SP (NR),C,E
976,E&SP (NR),C,E
977,E&SP (NR),C,V
978,E&SP (NR),C,E
979,E&SP (NR),C,D
980,E&SP (NR),C,E
981,E&SP (R),C,E
982,E&SP (R),C,V
983,E&SP (NR),C,V
984,E&SP (NR),C,E
985,E&SP (NR),C,E
986,E&SP (NR),C,E
987,E&SP (R),C,E
988,E&SP (NR),C,E
989,E&SP (R),C,E
990,E&SP (R),C,E
991,E&SP (NR),C,D
992,E&SP (NR),C,E
993,NS,C,E
994,NS,A,V
995,NS,B,D
996,E&SP (NR),C,D
997,E&SP (NR),C,E
998,E&SP (NR),C,E
999,E&SP (NR),C,D
1000,E&SP (R),B,E
